"ID","DV"
447,27.7987189502057
720,37.0959861715756
72,30.7109766855484
377,34.0443281775052
513,39.4464492980786
368,40.7565883231602
35,36.0174640448482
388,39.8273841703658
88,42.9760593401153
176,28.9227856061249
142,38.6348406064248
733,48.3346226137262
399,NA
409,49.232056199069
450,47.6653253699555
196,57.5389353689758
256,31.6476314313971
17,NA
636,38.6493603827866
424,52.8461420591741
398,37.1622862886596
150,31.3741483019235
490,NA
315,16.1485510016709
220,39.2270865807611
358,25.8439654287169
206,21.710490199371
609,14.7237580468234
200,43.5262876156526
186,NA
178,NA
160,37.3694045141303
751,37.4129313288117
352,NA
246,23.9649169269808
230,32.1457497237295
97,34.6186031015713
651,50.6959351491568
364,28.3352777408689
416,23.7615240514562
574,33.2836718789009
494,31.2660373755722
708,NA
373,50.4820800513039
339,NA
590,27.088560789114
538,NA
764,45.9228189509893
690,24.2243539501102
567,26.1856471213501
128,20.4692127219794
338,39.5683317469836
682,34.1937829967507
500,9.72135152165499
402,39.7137621321019
735,30.1908353917048
380,34.7908297939459
137,35.5063655394524
592,NA
33,41.7036460581365
389,38.1923927566925
779,22.1348698877784
81,27.1872263491435
269,30.4162166437333
706,39.8212906632463
89,24.847764435244
679,NA
285,NA
458,29.4644669299469
199,33.4829426075549
335,NA
561,NA
580,NA
295,NA
299,31.7729548400995
248,32.5283164368585
758,30.7475506707774
526,52.9310945174114
288,37.0855515587159
746,23.1582767014768
639,24.6818935564782
697,41.8738030255094
83,NA
292,44.3732983503773
453,NA
79,NA
704,34.0609256924429
675,33.437040427119
487,NA
316,49.4239857726783
527,12.0163351465961
323,27.2541549371969
741,30.9778675720185
445,31.6344698793064
419,28.1412449672948
668,34.4563772082572
695,57.7885164392438
107,32.1675778545131
254,48.5526509638853
226,28.6211602622291
34,29.8935570400373
418,28.4840659967738
672,29.615414396696
752,NA
443,NA
37,NA
691,30.5589792423185
275,49.2330293660468
114,38.4161950372743
698,5.47589306587357
159,47.9362091387775
599,28.3510967283344
84,NA
619,NA
760,30.4930891297096
759,34.8011296437712
417,35.7900985102374
510,32.1475144423106
634,34.7738817410767
348,35.7525904119998
589,NA
350,37.5912647301904
60,NA
673,32.535703083871
452,22.9316017567687
456,32.7116187002972
188,45.6960283391053
701,NA
382,31.2769451019805
570,NA
313,31.079211671845
69,28.1401568316722
588,41.9779353798823
163,19.513637516079
363,25.4097536671661
750,NA
157,12.6355905394846
108,51.4631628420893
185,NA
235,20.4578775184029
396,44.3973895296354
652,40.9635044698851
270,30.9617422386889
211,24.7760803432844
10,22.438982729639
525,49.9723515502335
181,57.8565156040069
620,39.9665882459925
175,32.8811283589845
529,NA
725,32.4240311970671
164,49.0792512410999
502,38.3508112999487
67,29.5515316018136
237,NA
628,35.2296615359167
15,39.9290006443104
603,21.7759923452528
122,19.6411861000184
657,NA
393,28.5714559465024
536,33.3526844009116
448,39.8832385619384
94,47.7885679511944
375,NA
167,47.4941232613424
630,35.7754914065025
45,28.5824419337871
82,26.278719548663
433,44.7426785263073
308,43.174967446967
50,24.4966088191269
390,29.3661812049838
126,NA
203,54.9154776220067
540,42.0247303902646
119,26.7068652357249
712,52.8652117663774
553,28.3430869034739
38,NA
222,38.1671744174485
612,20.246272007353
227,46.3646543631841
507,32.7214791038766
600,NA
563,37.9217300182382
105,42.1825327249903
172,NA
667,52.3946206660371
461,49.2386608264221
54,48.313543137637
8,NA
158,NA
123,36.435018059114
489,39.1939134606756
722,18.7734145099297
376,18.2594964480873
208,25.6104243040838
530,28.9297520629022
102,33.4083689430961
484,39.5768667295718
187,45.568935282506
719,47.8921325621582
154,NA
430,35.4279699662058
183,17.2140596632191
112,NA
434,29.422290004738
533,25.6612122237811
650,27.9151423683892
59,NA
514,NA
431,48.7025733341219
232,40.6759369354772
49,NA
251,33.4087383245008
179,38.3097209328963
317,NA
86,29.8807733261545
138,29.8428641903889
162,34.6668130573096
236,25.5915049850004
51,NA
625,31.7477397062353
678,51.420779481599
432,NA
321,38.6075743693988
42,14.4278925607292
515,38.3349330231758
560,NA
332,13.6906196646104
1,NA
99,NA
658,NA
769,7.14407334849583
694,15.9015198224803
562,36.6902726554614
290,23.7307343523531
245,31.7036700157131
483,NA
71,28.977082703576
505,NA
476,38.3864803741068
498,37.3691749168986
231,NA
136,25.2242846893886
238,NA
411,52.2861007849318
286,32.7859006241924
467,20.1840779085597
466,43.7819970971336
77,8.37893831694695
253,34.9495239378823
28,NA
757,NA
767,40.6959277402938
542,44.2540171753392
11,28.121866046789
730,32.0785694036185
258,31.3886557774115
568,NA
161,24.1780787598244
728,35.1848827029313
39,29.2900522317692
297,32.259117274833
439,46.7273985057727
284,40.1446847604809
531,27.528685682261
747,46.8241637367746
381,NA
55,43.6364248936938
359,29.6968463610892
279,NA
280,37.1646908118988
655,45.7269555389121
242,25.6682521944422
635,24.6803136383151
681,34.9470055943697
5,44.5577350828527
457,50.2310228160996
583,48.1454330351699
671,33.839147456988
115,45.144787753239
763,26.4197776897421
488,NA
273,29.2021123253558
362,32.0031008094072
7,33.3924024775976
422,42.8656154050085
27,32.1283457887072
93,13.783671450549
173,48.4720200129943
103,36.5392584488457
66,25.3287939599733
442,41.0686863955363
551,33.1439276166432
537,56.5204163450669
326,17.8803871045509
149,39.4728607606963
91,29.5734546198179
311,22.736373238114
277,30.2601519307304
228,40.1131126572184
331,47.8139246556589
120,NA
482,35.5415993969734
22,24.5628131274308
153,42.6823822296682
340,45.2166871388455
202,43.2176967177567
210,41.8285537955651
539,NA
480,41.8668942467052
528,39.2523409251574
151,42.9305756372739
571,NA
303,50.4742189236437
194,NA
165,45.6171346316656
554,49.0519100051235
772,NA
62,40.5823820488086
29,8.58584676284586
633,49.05615826509
247,27.2278018827417
462,41.9056766540624
616,39.0121875756841
207,NA
637,50.5708015565238
716,NA
343,NA
738,50.3347169416301
586,NA
356,29.0077515015701
224,30.7435512270455
729,16.2210503489508
702,17.4727190943648
605,40.0342435996825
301,32.3745065733133
717,NA
423,32.8828645093686
48,41.4682383132189
44,27.4637372466604
615,34.5074896304016
349,39.3482323382902
146,NA
383,39.1677655974589
264,58.3551437753046
676,NA
127,NA
470,39.5559061873935
287,NA
21,49.970281326788
465,27.2301310257107
304,36.240430920703
739,NA
268,47.7720107021154
75,29.0437745419249
653,48.5282318354148
118,42.7750989034914
611,23.3299807612578
440,30.6170601567672
595,31.206886955989
23,32.0937888401656
532,35.7913330395454
14,40.3333905780284
76,44.2138960142939
428,56.5427468188935
113,47.251765911278
25,45.0682197740458
65,37.8223997226557
169,NA
408,31.4452357138393
325,39.6575749797235
214,17.3333198155005
473,29.1450082870815
777,23.4916516831495
459,32.2968068665923
578,43.6482937741547
266,41.754065881493
278,49.0784799443047
677,38.3676964860147
775,29.8533835479015
307,29.0959490232826
643,26.9343322714372
770,34.3156110715787
755,40.1005391761082
581,36.162843639588
464,37.5867674295428
714,30.4881466999955
12,38.2102177970005
478,24.5404930642631
106,27.8751235141198
144,51.5526102518584
174,31.0438515798686
688,21.3020483686341
353,43.9078896931542
618,32.0976572947717
596,31.9676253678974
132,NA
479,36.3152836985586
184,16.2804078517285
117,23.2733611133842
124,27.4993940762213
221,22.0023704544901
328,NA
558,NA
374,49.0705172266514
736,15.3053477858384
140,44.4885773110693
623,55.7423839233533
320,47.1935678623145
455,NA
405,30.9831419631679
506,12.7168047462318
481,30.9319317466511
773,57.2366757506705
61,37.2443784148968
314,NA
547,44.5372873466134
133,41.7539985762357
191,44.3112712639938
58,46.7845887940546
575,30.7875377909355
614,48.3322489883933
587,39.2164574640082
218,56.7899432753767
265,30.0302100908713
646,26.9787128535439
632,18.951868773039
468,45.2637186120413
379,46.4280300788837
566,24.5950978655269
549,28.7458753459234
209,48.6378320620529
195,NA
3,22.1724567442551
80,51.3450553398335
585,46.5972067164914
438,53.385843650285
485,NA
57,38.0934437597447
305,39.3051656799311
46,NA
355,12.7012133200629
705,18.5756637874631
257,18.6198950676138
696,27.4254852018529
617,51.3300546117684
663,27.0633756320908
564,41.3164532706713
152,20.6848676565006
718,33.9766754728433
693,38.4714559528752
309,NA
217,NA
125,NA
765,50.7067280403043
475,19.4500324282338
493,NA
394,25.8583634458257
190,44.2114806241929
198,48.8642736593519
147,43.9352430069399
100,22.2836013955389
780,30.8225856908323
662,31.968318763999
731,39.8927072433792
212,31.1398785144387
435,40.002765624509
647,22.1621712997625
426,21.1087936769306
631,44.7568391198204
642,48.9509781500741
135,35.5145248562926
520,NA
626,NA
121,37.4086814118778
281,30.8761464239961
665,19.2081920769641
709,NA
92,43.5119060713986
68,NA
546,29.9666259047442
670,33.6559008814733
177,29.3210805677171
713,NA
548,NA
711,30.5618625260527
648,24.1328339696454
109,56.049861193278
645,NA
293,37.7430499951528
511,NA
597,NA
98,28.4489950082116
460,56.5377696599106
70,51.3586566297807
556,40.8303096656201
354,55.8260323939935
111,42.7994898488916
406,32.2757037747012
365,39.7107360746491
351,NA
387,NA
732,30.5319871013982
692,31.2132195807802
429,NA
471,NA
726,NA
444,29.8667380008852
193,NA
559,64.7481669443194
9,31.2942155509727
252,39.7266949964691
449,33.2932133867596
32,32.1459225062288
74,33.9078030495274
523,47.3787167871698
749,10.1808974820798
255,31.8008578627392
259,52.1413417334867
4,NA
441,36.0391642389089
241,NA
437,28.189699310026
31,52.9643122157088
73,NA
101,31.3885792623732
727,NA
322,51.3102713017446
771,50.3058464260164
687,35.1924591666312
104,45.3514136056876
367,34.1156151757138
26,NA
552,NA
674,42.7661052184719
427,24.55643988951
656,52.0371347077489
233,NA
501,41.4031960439652
669,35.0743802337515
40,32.6032487629398
572,NA
283,53.1274721742984
613,37.5863927510609
386,33.793455629515
148,61.7041179507358
421,NA
492,NA
541,40.0124851389605
347,31.8985731507891
263,NA
395,NA
378,22.4391152228118
324,NA
516,38.9608526809833
565,21.8137974330363
327,NA
312,31.3332272107297
622,40.9512160790282
641,39.9153544589058
410,54.0756689738863
517,49.4932684052016
664,NA
535,52.8626699623719
219,NA
776,19.3195932608529
415,-1.02164146839354
557,NA
240,NA
155,22.9300042191521
608,43.7472243547393
52,32.3248808597976
274,68.1430386809953
748,33.781408237328
170,27.0775457756946
197,41.1015231400839
271,27.6935110251727
710,20.104943290991
602,NA
644,29.5832522543571
361,NA
250,61.1416137069975
756,34.7273608128946
689,34.9145687120077
754,NA
346,35.8408217407132
621,NA
244,NA
734,21.4395939005572
685,36.0425879447237
703,NA
47,NA
2,18.2192025682589
400,NA
30,41.3436725399509
550,56.8652089775504
78,15.9752562863732
64,29.7647735348046
534,56.6092005449911
43,49.9227975416015
336,40.4377690667738
446,34.7670926492011
686,47.3102360061632
582,41.911740925679
509,NA
579,38.0053508287014
744,18.1117120902981
721,48.3996891976532
116,40.625115060613
63,NA
243,40.824752626621
699,45.8898667768146
740,56.2422859001214
522,56.7590723366581
420,26.4576153730633
192,52.2944541136047
18,50.098406177229
298,36.9510705201738
171,39.7764000080305
524,30.5461858663609
141,61.3490767624534
723,32.8502436613115
680,62.9034275090952
412,49.770369877258
519,27.6778027031602
607,21.7812304138876
166,28.0355251802574
110,23.261362855221
778,NA
201,36.0458779954067
310,46.4068309762878
591,NA
401,49.4040599444857
139,38.0422543417128
425,13.4929393889848
627,NA
56,27.9302221787089
341,22.6481035509382
16,8.08411573199434
145,36.1586563034677
569,35.0928809533963
715,46.4206510982524
508,21.3017310057704
629,NA
640,45.2373382657342
371,25.8431209543848
491,24.5902345759428
624,26.7658298021364
543,44.9959141624566
512,33.1828423709024
262,36.9771719884163
660,17.742610216563
413,NA
90,41.8238439011652
306,NA
384,22.2339426006185
477,NA
414,29.9141074433809
260,39.6823075940467
333,38.1095478978824
215,25.1763448373599
762,NA
454,22.8381058398657
337,NA
272,34.9008725543058
36,30.2800428587719
345,NA
753,27.3363281519642
85,NA
593,NA
360,16.4493532608045
745,41.1627141725874
19,35.3374378697793
436,37.1741044393704
168,32.7210970307685
661,43.3095627272207
96,NA
737,46.0777486873505
329,36.5074171746599
403,NA
130,36.6168258627514
342,40.3894618376444
156,40.5634358220161
180,26.3554166665856
684,53.1107657515205
743,32.5063325482633
318,27.8869355909575
555,33.6868183014312
289,25.4492756162132
334,27.220019081409
598,36.2620549674891
205,46.5760482404459
497,NA
518,42.5248474693222
204,20.8224136241818
659,51.2057334789912
700,37.7500869458786
189,47.6277998255569
370,47.6235660667615
213,43.7404765563251
234,NA
182,41.5975762619397
604,27.8798156050151
606,32.8774317258452
6,15.0150481932738
392,26.7075944822503
369,30.216698210098
344,NA
545,44.6492747123322
521,35.4840589933892
469,NA
404,40.1830100434145
276,43.6054245699713
496,26.3340156214825
24,21.3332952323053
357,42.9582818609043
20,NA
683,37.5246162488515
474,NA
397,38.4351508669561
330,34.1890773471039
707,26.6828746633775
486,44.6917730406016
544,52.7683057733516
249,40.6521369534524
294,42.1113049526865
131,26.0172254811974
216,29.4762785174214
319,41.5183852196927
584,25.8822154526268
610,NA
267,26.2459530136237
742,NA
499,43.6978361535949
504,40.7858534452064
282,43.2526880878802
87,48.6766426112115
451,58.938229823805
594,53.1685817283416
724,36.064661129917
372,27.2590269333753
53,NA
649,34.6265314310271
302,46.9931807971509
495,NA
573,44.6049424559866
601,40.9927765176288
95,NA
134,33.4937986065805
239,47.2094365183365
385,53.281748844264
463,16.7725087386838
774,NA
654,48.1773486678759
291,42.1951965724612
472,19.5476703919079
366,NA
761,48.8676988702536
41,NA
638,19.1720215301579
577,19.6349174947745
229,48.5800133466869
576,NA
223,48.3195468572442
503,25.6805293890717
13,33.5157877132413
296,46.326875682658
391,31.0438230035295
766,38.3089007056661
768,21.1086963859823
129,33.0488582353123
143,37.7904408536448
407,43.4259880196655
261,43.0424193032715
225,NA
666,46.9003564691583
300,46.5272443008384
