"ID","IV"
111,5.66574800696805
104,6.31329511939145
716,8.82797334568246
326,5.38495163698786
705,NA
484,6.94036310196514
323,3.98769636712924
314,6.56972114041558
238,4.18058691097063
641,8.89850622314587
75,6.75303776083633
634,6.14970034444748
689,5.36096108499099
670,5.30351760305781
710,NA
63,NA
513,2.82672465234487
565,5.42949607677551
77,1.46206378297119
296,9.85767280295619
529,8.42399143599224
89,NA
140,6.05688718333804
66,1.7548984872002
1,8.14568929387554
717,2.7584982202886
121,6.07161515794771
654,NA
195,8.19281697528156
749,2.94801874218871
740,10.6563136377589
643,5.9940650130552
768,3.20471827084395
212,NA
681,7.40216896427163
116,6.62488976604686
659,8.4172747712561
645,10.2123378492706
613,5.82868825297192
770,5.99439979432758
683,4.5687741687208
148,9.91318058912977
651,10.5666072858186
203,9.95385402119243
407,5.57111707270255
430,6.25027558877329
478,3.12335219577979
557,8.63826291854487
552,9.09205715934118
73,7.36398307773591
459,7.00072200462281
365,3.18299961733285
618,4.6676925795836
444,5.77417256194108
482,6.14848666799569
228,7.08162453297742
570,4.36408263056127
16,1.44681375118881
774,5.94806097209796
517,4.84918585576218
83,9.65699572615407
362,5.32243977116678
167,5.65992958637568
715,7.13777874968257
233,7.51748580088774
499,5.65605564693056
39,6.52388379309277
542,7.65592849749011
225,9.18376665607227
183,2.03815293017235
571,3.40648130189455
268,8.00986211294748
103,4.64727356021925
339,10.2447210076202
82,5.51479749131634
87,7.38601885038656
256,7.96306746776226
474,5.85235812144431
406,4.58924030059979
757,4.67666939182883
22,8.07602036333639
418,3.97673211650709
522,11.0862956949578
290,4.83055953867148
477,6.80576245127165
43,5.29354399513112
579,9.65735782981864
461,5.79035294499668
667,9.99823792918756
707,5.75146720594418
110,4.07525800877973
540,3.28068860503679
733,9.60605838024731
34,4.72125771181641
97,6.50117091459789
652,6.21788792208395
462,7.26850828522823
688,2.80349498458917
76,5.78662401689646
172,5.0914144048035
35,7.46351857335729
30,8.44600884416904
299,5.02155870743762
759,4.19395000319623
188,5.94311890149755
531,2.64324466400374
246,7.97872983061563
230,6.27238510394789
767,5.79102521536415
755,5.67148090241057
433,9.26519034033659
141,9.10495322021015
204,4.410656128309
727,5.91022629122989
417,5.73789814001922
555,7.15133055189645
315,1.77845093295144
25,7.7996339080091
177,4.71152663025465
272,5.79617241485747
564,7.0953228471144
153,8.78631865338805
773,9.79735464817377
147,6.66661236611067
382,6.21620465398045
685,5.86335419938936
535,8.27203096790638
302,10.031113587443
171,4.71370611404592
604,6.47778189272733
451,6.9805158262644
469,6.5279281859294
164,7.4412241773498
526,8.63337565565697
208,3.87246390434655
235,4.46912205032848
404,7.15116614661546
601,6.02525466860276
361,5.62514346313788
257,4.7342240042665
229,6.7994322559197
170,4.75860739750846
610,7.54851685726837
585,7.25378918730176
532,6.83574442657446
533,4.81214484286553
38,3.68267679963777
520,5.95265747078895
515,3.69468932287248
399,7.71883975555286
44,3.27731942473353
628,8.57320451971069
428,11.2406798147578
769,0.0139098228312253
435,4.18965921596568
423,4.94544527946919
389,9.32276650584178
240,7.50254293062645
102,6.90939177840199
347,3.77122744596733
262,4.12538321114822
270,5.88348459670315
114,7.59484040416396
573,NA
6,3.66676584611144
4,5.19455629472134
266,4.16501744283947
397,5.23373686821446
59,8.69907258768555
591,4.77870081711293
754,6.55584384279646
620,5.03277310173425
283,8.72665860036789
92,6.70994011252139
741,3.62747986089299
735,5.99285119305231
247,5.87076844345956
605,3.91666785486239
380,6.14101873638446
64,6.42117184226731
122,4.31737411418346
780,7.28990006601431
218,NA
514,7.87008034980354
152,3.11209111480509
376,3.71613063617796
686,6.99872902304384
674,NA
706,6.63045576073536
196,NA
699,7.76969539175756
93,NA
206,5.64012329801695
527,0.515019866231497
88,7.40930744098045
284,4.63796525286808
155,4.17855008655721
723,6.48040625984175
265,1.81476892505053
216,5.36465894160845
353,8.29339202630874
772,8.46497108328641
753,3.89978302413231
245,4.46621256360481
440,5.26249245033195
345,6.67044095760721
28,5.61277692602997
165,6.13206545948196
545,6.03883837879562
525,8.31646588423142
416,3.15627813409055
261,5.86417159293416
623,7.75297620205211
602,7.55789810041469
134,4.57459718338991
29,1.19325164352657
696,NA
144,9.07755088450435
448,6.35719709874874
285,NA
393,3.56003531003269
79,5.74494578719633
45,4.6357090670612
306,6.68006263914898
732,5.00626558289142
752,6.14641938323079
192,8.80212431580406
21,6.94073355549329
506,6.97092774518513
113,7.53108652666304
105,7.73480521570591
7,5.69250457238209
392,4.02681945174518
13,5.60722832223148
575,4.32234378299853
318,7.47796966758538
458,9.56893840047272
49,5.56726861076421
568,6.08324298685802
537,9.85850223932889
494,4.43583728107939
497,8.3403451508745
671,8.88239482125998
85,8.16313368855371
748,4.52730797541197
771,6.82320740660867
615,4.46886686552285
19,4.59471201935894
744,3.96884675027714
500,4.09134582055038
405,7.28262785799908
91,3.48919067573074
119,3.31316675253092
352,4.99883427548992
577,3.7027564447816
731,6.89880728884309
187,6.37594180566076
413,3.5953681214901
487,7.81118969669831
760,6.58667233107238
703,5.681263173284
94,7.838583562187
158,4.92602142775939
734,NA
95,5.70459162552634
704,7.06661858814133
400,8.60695935537649
594,9.65517207627649
625,6.38821464949441
682,5.05068173880664
586,2.08665029706928
403,7.13914721828191
72,3.7043124633843
627,3.79119876302565
344,7.91391320198816
750,6.63755852996347
173,6.64202036564139
449,6.23410297152757
194,8.20518543016356
351,5.76708241812709
124,3.66434424305583
127,1.90819574909188
505,8.53444211991052
582,6.33249255215439
702,3.74174242040838
580,5.69018247637269
33,6.01706879266253
106,4.75819245520188
52,4.69344435311538
775,7.53014400907194
684,8.06131120471616
656,8.15309859450561
509,7.20978526300942
501,5.29189449763657
485,5.6444453215446
300,7.68631956533496
498,NA
295,6.86751345843779
730,6.33356965187994
149,5.70364855370851
15,NA
633,7.87507908048494
530,6.41381305592884
661,6.5890785157396
446,6.02015992927297
581,6.18564907109948
3,2.68405087538995
280,3.92023868545523
135,3.74977932346526
576,6.11260222189923
421,4.85846512629215
373,7.77063204272498
721,NA
51,5.19414582341791
128,2.82248370227709
12,5.3589094334915
78,4.14627264843231
414,6.56047039567992
427,5.455164992566
626,3.94481122205383
698,1.78759032063263
74,5.01564303334358
472,3.37260908389255
728,4.21099453526916
762,2.73731668148104
621,6.21575355162119
322,5.43990934497935
332,2.15380976850635
590,6.3314865567317
614,5.28001477232976
335,6.85713860757783
9,5.51813883426131
572,7.3070715876457
289,3.53551974037745
541,5.80703701757735
486,10.4841521976149
234,6.18448441443622
737,5.7473266735128
112,3.14432533782496
700,6.67186117635937
456,5.73840014708894
553,6.14712970187595
766,4.83454958758029
675,6.50612412064409
321,5.9637000176151
343,6.19513037835018
377,4.00366327603697
278,6.23726333424734
697,7.78813182777857
662,5.92771036324723
71,4.47896734529097
311,NA
639,NA
337,7.88311090262626
286,3.84587727687074
559,10.8832825989686
305,6.8176539301578
745,8.27700710680157
142,6.73081650855678
493,NA
260,8.27425231082046
391,4.59147819348621
23,7.13087300790163
676,4.99522756157187
678,8.42135171785884
473,6.91118536506277
68,2.73570259786819
713,8.55008793244481
217,6.46918273036607
578,6.42866076113874
319,6.54089702877438
202,4.86694441517322
422,6.41291057804482
301,4.82955792801494
415,0.739302936950221
646,6.07596991572147
213,5.81428579790087
438,8.51771011608919
199,6.24791047406658
763,4.2967783675378
367,6.803821088654
287,9.35959341287788
480,7.90953087870319
176,5.92381665794011
729,0.910745275155379
454,4.29822665842105
251,4.00422505596668
551,6.58892713698434
338,NA
653,8.05029471994184
468,7.37578898110685
366,7.71140170348418
384,4.56187027136637
65,NA
316,7.62032683210422
350,7.40879670739821
254,7.7316598172363
597,5.54498320743734
14,5.75311131677848
96,6.25121769590648
123,6.45385968696961
169,NA
307,4.79022767909193
209,6.75160089103621
180,5.50783936678764
193,NA
250,11.4948309973875
658,5.7126933307612
434,3.98185126438711
644,7.1653715047089
166,5.39147061794235
174,6.85444339093908
583,8.66936753026846
32,6.91072180271497
125,4.86726608259595
476,5.8441534869438
550,8.6370809058832
386,5.10487010063497
457,8.44519277435807
394,6.68853919872263
396,4.68233102467329
2,4.12991268314065
390,3.82806630784442
334,NA
443,7.22988242705905
120,4.84111507865774
346,7.48688958985402
631,NA
80,7.63356691652681
358,4.59543122120713
690,3.53754771027327
50,3.67891301854559
544,7.49834644590434
67,5.26456376950541
547,5.31756256093089
574,7.61093238875431
269,3.31438464759851
508,5.09895939782201
157,3.36474563861492
317,4.03426082612873
492,10.3486120820791
779,5.07746096515613
271,4.88128774166845
132,5.28740629251837
239,6.44982974838929
279,6.77781306171258
310,5.7375364225148
603,1.5879987801246
179,6.94970251256598
292,7.47702332563735
175,5.20716998352203
475,NA
320,5.76427220986571
432,3.04466258787446
761,7.43355892830643
181,9.33872879226485
463,1.55325706303972
724,6.6035604349419
81,7.89048788291593
184,4.54138880949937
107,7.75492416435141
650,5.31292401332062
467,2.33244653885445
410,8.41995816416757
758,3.97129008031601
436,4.93483862108641
426,4.24109871702055
649,5.9006621688746
137,4.6897875990997
215,2.72887583031844
598,4.88516118008052
489,7.28755594154881
593,4.62595235278137
189,7.34338894361256
437,9.38015190239353
161,4.57258727474313
101,6.09827717736005
20,8.33990666447148
237,1.79196549288926
207,6.53236396560168
62,6.10833696393306
54,5.68214526980055
308,7.96643508575732
86,6.06227400471581
328,4.77985635451752
465,6.18226929948231
126,6.24363676250543
136,4.61740920458086
519,3.93484261749442
429,2.83045648611128
327,5.91725375908953
143,6.50303252918824
409,8.27140332252038
277,4.79134669161787
294,6.74847061613535
607,NA
312,3.67040949697282
464,7.415925793871
624,3.97524948582818
747,5.34598195094291
528,7.4570355962194
496,3.64731666495747
36,6.40396731854752
341,6.50749973475799
222,4.85054388603392
220,NA
264,10.12425619403
214,NA
536,6.4770508353951
419,2.8000791229936
58,6.0607453110554
139,4.44461459882096
99,6.87851552506243
584,6.52554048855001
742,6.71130854326402
370,NA
569,6.81608057741839
219,5.05622307881984
447,2.78296436115745
48,NA
342,8.08720995263901
524,3.40482523242697
298,6.25408712288332
442,8.47541759160466
642,6.15852539802269
556,7.23835826474794
490,4.04328263088284
538,5.32886425727818
611,4.54292762061067
385,9.93244550701277
297,4.97527015325661
638,2.24100355498553
660,3.15674077622667
304,6.212163727273
455,8.75775877801745
636,6.89870938708834
313,3.65964556405496
695,8.12294765174799
17,7.31406966354966
293,6.90883144267215
630,5.55149981084366
145,6.01837365635713
90,4.86123380755288
223,6.55279465763231
708,5.48606708074543
182,5.99432785425438
379,6.54320221861974
560,7.35928169451627
288,4.87840149165225
701,2.73583876863661
364,4.87993987145542
259,9.68703825413022
359,3.98337148444233
543,10.4206608084699
424,9.31667948982509
8,6.20281373177107
108,10.2921994582105
673,6.52939349509144
210,7.00195525117191
609,3.16827543888526
746,3.73257765281391
336,5.68168905712039
510,5.59058388904489
84,6.79662744971873
460,9.16429739903432
680,8.20775889489948
504,5.96757900975719
60,7.4638791796036
592,10.3467570248458
375,7.65563229494014
720,6.60086994552857
263,4.51743081547916
743,5.22594897822725
632,2.90379346908538
709,3.35760088066383
606,6.58661748506024
408,2.83891139471794
198,9.01688667808998
599,4.26088120135673
24,4.05243160204908
98,NA
100,2.92154016324022
548,3.18581067598006
42,2.32793803024432
445,8.97987236003187
439,6.78225943847927
378,3.85910516824915
138,4.15367022488279
691,6.31701071437927
5,6.31028918206999
129,NA
355,2.94509787670516
348,7.44847938189572
712,6.98166454157471
669,7.66744756862184
248,NA
668,3.16590727283224
726,6.56207409497925
231,3.43460748590744
275,9.01676652650935
70,6.67909586887777
109,9.89597979497586
258,3.69927379433709
324,4.69500438086383
483,7.20402668068134
453,4.14280635524782
330,4.81637748335139
53,7.99075816190268
452,4.86405600033794
133,NA
150,4.46974530109316
200,7.47207024402687
549,4.83915523028403
374,8.45602338427317
363,5.64943783577693
118,6.46111578156569
503,5.61915597310951
47,5.23049200610451
518,7.40411416434815
466,5.71733847108019
612,5.61922491139664
539,6.2163598403738
162,5.10869275662709
687,6.71698418474354
388,4.74416471539399
587,7.48375698368876
441,5.21518625678889
693,5.72256439384989
764,6.07209141218696
303,7.56429584289896
61,5.7860901501332
488,5.03991768731097
523,7.20122004987793
521,4.36703541500382
777,4.50492632626134
398,6.97167694987222
227,5.99213621210978
554,8.27957908083516
665,NA
567,4.79057542193266
566,6.32116961389854
333,6.71144126090693
10,3.79447675071821
331,9.1451480943612
692,5.01625280592195
276,5.86625028787643
191,4.29813498590422
309,5.14278094058078
561,5.5128449294363
154,NA
236,3.53762084572024
69,3.82543376871575
55,5.46027791692595
663,5.49606092956661
383,8.9525813598357
221,6.0001279122505
160,4.70707232782077
588,5.72982014472124
57,8.08643098529751
619,6.32852188421416
679,4.32468035556281
640,7.49247940097234
596,5.88197891992115
589,6.61007013059209
562,3.25328276214712
255,5.87675968624472
117,4.36185574239246
725,NA
516,8.00957157204359
267,5.26009290059012
151,7.85917473387477
205,6.49296950025758
738,7.11140795504086
372,2.47030748995283
226,3.44612789742482
26,3.7066387071628
11,5.53357305333356
411,7.19810205542474
244,3.98247428041183
354,8.12724167162596
252,7.66790091338848
657,5.18542299192729
412,8.87052226069832
672,4.90437801538101
41,6.12066119433959
637,7.46410438164297
360,2.37973150556587
329,10.16573325631
425,3.22997527721635
197,6.91984462628656
349,NA
694,1.37201440766443
37,5.34968069579022
502,NA
325,5.48945403409857
190,6.77857820830207
115,4.99608947847688
249,5.46420971313777
714,2.79418229966563
163,2.42177963628324
401,6.70046205388486
27,NA
232,6.29570230741071
168,5.80426604508135
595,6.77958948282984
130,4.8193760016998
281,7.2354578328269
776,4.05659502398479
677,8.39786663780324
356,3.40994418185069
511,7.57067103617706
211,4.60561052096656
471,4.80006404377297
739,7.25276365428011
387,4.09483740354456
666,6.4181545794903
131,4.62087671438875
648,5.94528933361239
46,9.01460765729391
381,4.85947578910198
253,6.07226857233928
40,4.67065312902526
291,NA
491,8.2290034019602
481,5.75764592068986
608,7.0675816820672
357,NA
241,10.1694849842295
736,2.47119244455096
629,6.45191309579638
242,4.58460100878257
56,5.71991092550875
368,NA
765,8.49510882056343
647,1.78792823753103
273,3.57672164482128
274,9.00516749054396
534,8.5651530715852
718,5.91204179998408
146,7.18337768917733
711,7.35679827670198
751,3.22268436065619
558,4.41585929734453
224,5.54008882630199
600,6.25484181149886
18,6.80215138910536
664,4.84538101635363
243,7.069475661429
340,6.58715478563911
402,5.45763375112477
495,5.54220022349234
369,5.39908402588009
395,4.29487055300261
546,4.21384857391453
507,5.11916979956246
282,4.2748760482705
470,5.1656400798862
756,5.32702285020874
616,5.4369512287692
479,5.92778992895369
719,7.13237423698744
617,10.458913333298
431,NA
185,7.64104860205919
722,6.32612511543087
159,8.40644372856139
156,7.29797364594804
450,9.79254770286891
563,4.37406164093402
201,3.84007736363965
778,5.27704839547268
622,6.48455758948878
655,NA
31,6.6199730864062
371,4.07302383348216
635,5.87884090195136
420,6.49255789985047
186,4.69898321814082
178,4.37855022089699
512,5.04866018434538
